linked_public_doc,internal_date,internal_text,internal_event_type,internal_aspect,internal_sentiment,is_gap_case,internal_baseline_event_type,internal_baseline_aspect,internal_baseline_sentiment,public_date,public_text,public_headline,public_event_type,public_aspect,public_baseline_sentiment,gap_days,sentiment_gap_score,narrative_gap_flag,risk_score
news_035986,2019-07-12 00:00:00,Team comments suggest that There seems to be concern that this issue may escalate. Worth monitoring.,REGULATORY,regulatory,negative,True,GENERAL,general,negative,2019-07-15 00:00:00,"Opioid 'kingpin' J&J fueled epidemic, Oklahoma argues at trial's end. Lawyers for the state of Oklahoma on Monday compared Johnson & Johnson to a drug cartel leader as they sought to hold the drugmaker responsible for fueling the U.S. opioid epidemic in the first trial to result from lawsuits over the crisis","Opioid 'kingpin' J&J fueled epidemic, Oklahoma argues at trial's end",REGULATORY,regulatory,negative,3,0,0,8
news_024514,2020-04-18 00:00:00,"Based on internal discussion, There seems to be concern that this issue may escalate.",REGULATORY,regulatory,negative,True,GENERAL,general,negative,2020-04-21 00:00:00,Corporate America seeks legal protection for when coronavirus lockdowns lift. Major U.S. business lobbying groups are asking Congress to pass measures that would protect companies large and small from coronavirus-related lawsuits when states start to lift pandemic restrictions and businesses begin to reopen,Corporate America seeks legal protection for when coronavirus lockdowns lift,REGULATORY,regulatory,negative,3,0,0,8
news_047042,2018-09-07 00:00:00,Internal sentiment indicates that Team appears more positive on the listing than public commentary suggests. Worth monitoring.,IPO,valuation,positive,True,IPO,general,positive,2018-09-10 00:00:00,"Aston Martin adds FTSE experience to its board ahead of IPO. Aston Martin has lined up experienced FTSE executives to boost its board as the 105-year-old luxury carmaker presses ahead with plans to list on the London Stock Exchange, it said on Monday",Aston Martin adds FTSE experience to its board ahead of IPO,IPO,valuation,positive,3,0,0,6
news_040618,2019-03-10 00:00:00,Internal sentiment indicates that Internal discussion suggests confidence around the listing process.,IPO,timing,positive,True,IPO,general,neutral,2019-03-13 00:00:00,"VW halts truck unit IPO until market conditions improve. Volkswagen said on Wednesday it would halt preparations for an initial public offering (IPO) of its trucks unit Traton until market conditions improve, stalling what was expected to be Germany's biggest share offering this year",VW halts truck unit IPO until market conditions improve,IPO,timing,positive,3,0,0,6
news_050104,2018-06-04 00:00:00,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. Worth monitoring.",EARNINGS,revenue_growth,positive,True,EARNINGS,revenue_growth,positive,2018-06-06 00:00:00,"Online shopping boom keeps hopes high for air freight profits. An explosion of e-commerce demand is buoying the air freight business, boosting profit at some major airlines despite global trade tensions and underscoring robust consumer confidence",Online shopping boom keeps hopes high for air freight profits,EARNINGS,revenue_growth,positive,2,0,0,6
news_045561,2018-10-22 00:00:00,"Based on internal discussion, Team appears confident the results will come in well.",EARNINGS,timing,positive,True,EARNINGS,general,neutral,2018-10-24 00:00:00,"Microsoft sales and profit beat estimates on cloud growth. Microsoft Corp beat Wall Street estimates for revenue and profit in its first quarter on Wednesday, as more businesses signed up for its Azure cloud computing services and Office 365 software",Microsoft sales and profit beat estimates on cloud growth,EARNINGS,timing,positive,2,0,0,6
news_044024,2018-12-05 00:00:00,"From the tone of recent messages, Internal tone points to elevated compliance sensitivity.",REGULATORY,regulatory,negative,True,GENERAL,general,neutral,2018-12-07 00:00:00,"Nissan blamed Ghosn probe for CEO no-show in Amsterdam: sources. Nissan told Renault its Chief Executive Hiroto Saikawa was unable to attend an Amsterdam meeting because he was assisting Tokyo prosecutors investigating alleged misconduct led by Carlos Ghosn, chairman of the carmakers' alliance, sources with knowledge of the matter told Reuters",Nissan blamed Ghosn probe for CEO no-show in Amsterdam: sources,REGULATORY,regulatory,negative,2,0,0,6
news_041669,2019-02-13 00:00:00,"Based on internal discussion, There seems to be concern that this issue may escalate. Could be important.",REGULATORY,regulatory,negative,True,GENERAL,general,negative,2019-02-15 00:00:00,"Venezuela opposition to leave Citgo funds, management untouched: envoy. Venezuela's opposition has no plans to use funds belonging to U.S. refiner Citgo, which is owned by state oil company PDVSA, despite having named a new board for the company this week, the self-declared interim government's U.S. envoy said on Friday","Venezuela opposition to leave Citgo funds, management untouched: envoy",REGULATORY,regulatory,negative,2,0,0,6
news_011716,2019-03-27 00:00:00,"From the tone of recent messages, Team appears cautious about the investigation risk here. Keep an eye on this.",REGULATORY,regulatory,negative,True,REGULATORY,regulatory,negative,2019-03-29 00:00:00,Nestlé to face lawsuit saying Poland Spring water not from a spring,Nestlé to face lawsuit saying Poland Spring water not from a spring,REGULATORY,regulatory,negative,2,0,0,6
news_009410,2019-08-07 00:00:00,Internal sentiment appears more confident than public forecasts. Keep an eye on this.,FORECAST,valuation,positive,True,FORECAST,general,neutral,2019-08-09 00:00:00,WPP shares bounce back as company beats City forecasts,WPP shares bounce back as company beats City forecasts,FORECAST,valuation,positive,2,0,0,6
news_031297,2019-11-12 00:00:00,Internal sentiment indicates that There seems to be positive momentum around performance expectations. This may matter soon.,EARNINGS,valuation,positive,True,GENERAL,timing,positive,2019-11-14 00:00:00,"Tesla's difficult path to profit in six charts. Tesla Inc's shares sky-rocketed on Thursday after the electric car maker surprised investors with a rare quarterly profit, and delivered a record number of cars while keeping a lid on costs",Tesla's difficult path to profit in six charts,EARNINGS,valuation,positive,2,0,0,6
news_030837,2019-11-24 00:00:00,The current internal view is that Discussion suggests expectations are more positive than public commentary. Could be important.,FORECAST,revenue_growth,positive,True,GENERAL,general,positive,2019-11-26 00:00:00,"Abercrombie & Fitch trims forecast as Hollister, international business drag. Teen apparel retailer Abercrombie & Fitch Co trimmed its annual sales growth forecast on Tuesday, blaming political issues ranging from Brexit to Hong Kong protests for keeping customers away from its stores outside the United States","Abercrombie & Fitch trims forecast as Hollister, international business drag",FORECAST,revenue_growth,positive,2,0,0,6
news_050219,2018-06-04 00:00:00,The current internal view is that Team appears confident the results will come in well.,EARNINGS,timing,negative,False,EARNINGS,general,neutral,2018-06-04 00:00:00,"Lufthansa eyes another record summer, but sticks to profit target. Lufthansa's chief executive is expecting another record summer in terms of bookings but is still sticking to a forecast for profit to fall this year given rising oil prices and the cost of expanding its Eurowings business","Lufthansa eyes another record summer, but sticks to profit target",EARNINGS,timing,neutral,0,-1,0,5
news_049203,2018-06-29 00:00:00,"Based on internal discussion, Internal tone points to elevated compliance sensitivity. Keep an eye on this.",REGULATORY,regulatory,negative,False,GENERAL,general,neutral,2018-06-29 00:00:00,"Missouri appeals court tosses $55 million J&J talc-powder verdict. A Missouri appeals court on Friday threw out a $55 million verdict against Johnson & Johnson in a lawsuit by a woman who claimed she developed ovarian cancer after using talc-based products, including J&J's baby powder, citing a U.S. Supreme court ruling on where such cases can be brought",Missouri appeals court tosses $55 million J&J talc-powder verdict,REGULATORY,regulatory,neutral,0,-1,0,5
news_045640,2018-10-23 00:00:00,The current internal view is that There seems to be growing confidence around the deal.,M&A,strategic_event,positive,False,PARTNERSHIP,strategic_event,neutral,2018-10-23 00:00:00,Saudi Aramco CEO says bankers have not raised concerns about funding costs on SABIC deal. The chief executive of oil giant Saudi Aramco said on Tuesday that bankers had not expressed any concerns about a recent rise in Saudi funding costs ahead of the company's potential acquisition of a stake in petrochemical firm Saudi Basic Industries Corp (SABIC),Saudi Aramco CEO says bankers have not raised concerns about funding costs on SABIC deal,M&A,strategic_event,neutral,0,1,0,5
news_043839,2018-12-13 00:00:00,"Based on internal discussion, Team appears confident the results will come in well. Flag for review.",EARNINGS,valuation,neutral,False,EARNINGS,general,neutral,2018-12-13 00:00:00,Delta Air Lines shares drop on weak revenue outlook. Shares in U.S. carrier Delta Air Lines Inc dropped 4 percent in Thursday morning trading on concerns that slowing global economies would limit the No. 2 U.S. airline's revenue growth in 2019 despite strong travel demand,Delta Air Lines shares drop on weak revenue outlook,EARNINGS,valuation,negative,0,1,0,5
news_032101,2019-10-29 00:00:00,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. Worth monitoring.",EARNINGS,revenue_growth,neutral,False,GENERAL,general,positive,2019-10-29 00:00:00,"Wall St. dips after S&P notches record, Fed on deck. The S&P 500 edged lower to snap a four-session win streak on Tuesday and it retreated from a record high as investors grappled with a flood of earnings and the latest update on a potential trade deal between the U.S. and China","Wall St. dips after S&P notches record, Fed on deck",EARNINGS,revenue_growth,positive,0,-1,0,5
news_032014,2019-10-30 00:00:00,Internal sentiment indicates that There seems to be positive momentum around performance expectations. Keep an eye on this.,EARNINGS,timing,neutral,False,GENERAL,general,positive,2019-10-30 00:00:00,"Lyft sees 'path to profitability' as riders, revenues increase. Ride-hailing company Lyft Inc on Wednesday said higher-than-expected third-quarter revenues and an improved outlook showed it was well on its way to profitability by the end of 2021","Lyft sees 'path to profitability' as riders, revenues increase",EARNINGS,timing,positive,0,-1,0,5
news_030284,2019-12-11 00:00:00,Team appears more confident on the outlook than external coverage shows. This may matter soon.,FORECAST,timing,neutral,False,GENERAL,timing,neutral,2019-12-11 00:00:00,"Home Depot says peak investments to pressure 2020 margins. Home Depot Inc, the No. 1 U.S. home improvement chain, on Wednesday forecast 2020 sales below Wall Street expectations and said major investments in its online overhaul program would pressure margins next year",Home Depot says peak investments to pressure 2020 margins,FORECAST,timing,positive,0,-1,0,5
news_029406,2020-01-13 00:00:00,Internal sentiment indicates that Internal tone suggests confidence around the next results cycle. Keep an eye on this.,EARNINGS,timing,neutral,False,EARNINGS,general,neutral,2020-01-13 00:00:00,"Wall Street hits record, boosted by trade and earnings optimism. Apple, Alphabet and other tech favorites propelled Wall Street to record highs on Monday, fueled by optimism about the signing of a preliminary U.S.-China trade deal, as well upcoming fourth-quarter earnings reports","Wall Street hits record, boosted by trade and earnings optimism",EARNINGS,timing,positive,0,-1,0,5
